instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
12061,22/05/2012,2,1,5,17,0,2,1,1,0.72,0.6667,0.54,0,785
12062,22/05/2012,2,1,5,18,0,2,1,1,0.68,0.6364,0.61,0.1343,785
12063,22/05/2012,2,1,5,19,0,2,1,1,0.66,0.6212,0.69,0.2239,364
12064,22/05/2012,2,1,5,20,0,2,1,1,0.64,0.6061,0.73,0.2537,373
12065,22/05/2012,2,1,5,21,0,2,1,1,0.62,0.5909,0.78,0.1343,261
12066,22/05/2012,2,1,5,22,0,2,1,1,0.62,0.5909,0.73,0.0896,174
12067,22/05/2012,2,1,5,23,0,2,1,1,0.62,0.5909,0.73,0.1045,105
12068,23/05/2012,2,1,5,0,0,3,1,1,0.62,0.5909,0.78,0.1343,47
12069,23/05/2012,2,1,5,1,0,3,1,1,0.6,0.5606,0.83,0.1642,32
12070,23/05/2012,2,1,5,2,0,3,1,2,0.6,0.5606,0.83,0.1642,12
12071,23/05/2012,2,1,5,3,0,3,1,1,0.6,0.5758,0.78,0.1045,5
12072,23/05/2012,2,1,5,4,0,3,1,3,0.58,0.5455,0.83,0.194,3
12073,23/05/2012,2,1,5,5,0,3,1,3,0.56,0.5303,0.88,0.2537,35
12074,23/05/2012,2,1,5,6,0,3,1,1,0.56,0.5303,0.88,0.1045,160
12075,23/05/2012,2,1,5,7,0,3,1,1,0.58,0.5455,0.83,0,468
12076,23/05/2012,2,1,5,8,0,3,1,1,0.58,0.5455,0.83,0,719
12077,23/05/2012,2,1,5,9,0,3,1,2,0.62,0.5909,0.78,0,297
12078,23/05/2012,2,1,5,10,0,3,1,1,0.62,0.5909,0.78,0.0896,191
12079,23/05/2012,2,1,5,11,0,3,1,1,0.64,0.6061,0.73,0,197
12080,23/05/2012,2,1,5,12,0,3,1,2,0.66,0.6212,0.69,0.0896,248
12081,23/05/2012,2,1,5,13,0,3,1,2,0.66,0.6212,0.74,0.1642,270
12082,23/05/2012,2,1,5,14,0,3,1,1,0.68,0.6364,0.65,0.1343,248
12083,23/05/2012,2,1,5,15,0,3,1,2,0.7,0.6515,0.61,0,257
12084,23/05/2012,2,1,5,16,0,3,1,3,0.7,0.6515,0.61,0.0896,278
12085,23/05/2012,2,1,5,17,0,3,1,3,0.64,0.6061,0.69,0.1045,285
12086,23/05/2012,2,1,5,18,0,3,1,3,0.64,0.6061,0.69,0.1045,327
12087,23/05/2012,2,1,5,19,0,3,1,2,0.62,0.5758,0.83,0.1642,376
12088,23/05/2012,2,1,5,20,0,3,1,2,0.62,0.5758,0.83,0.0896,295
12089,23/05/2012,2,1,5,21,0,3,1,2,0.62,0.5758,0.83,0,245
12090,23/05/2012,2,1,5,22,0,3,1,2,0.62,0.5758,0.83,0.1642,159
12091,23/05/2012,2,1,5,23,0,3,1,1,0.6,0.5606,0.83,0.1343,106
12092,24/05/2012,2,1,5,0,0,4,1,1,0.6,0.5606,0.83,0.0896,56
12093,24/05/2012,2,1,5,1,0,4,1,1,0.6,0.5455,0.88,0.0896,30
12094,24/05/2012,2,1,5,2,0,4,1,1,0.6,0.5455,0.88,0,16
12095,24/05/2012,2,1,5,3,0,4,1,2,0.6,0.5455,0.88,0.1045,4
12096,24/05/2012,2,1,5,4,0,4,1,2,0.6,0.5455,0.88,0.1642,5
12097,24/05/2012,2,1,5,5,0,4,1,2,0.6,0.5455,0.88,0.1642,30
12098,24/05/2012,2,1,5,6,0,4,1,2,0.6,0.5455,0.88,0.1642,156
12099,24/05/2012,2,1,5,7,0,4,1,1,0.6,0.5606,0.83,0.1045,415
12100,24/05/2012,2,1,5,8,0,4,1,1,0.62,0.5909,0.73,0.1343,692
12101,24/05/2012,2,1,5,9,0,4,1,1,0.62,0.5909,0.73,0.1642,301
12102,24/05/2012,2,1,5,10,0,4,1,1,0.64,0.6061,0.65,0.1343,185
12103,24/05/2012,2,1,5,11,0,4,1,1,0.66,0.6212,0.65,0.1343,221
12104,24/05/2012,2,1,5,12,0,4,1,1,0.7,0.6515,0.58,0.1045,289
12105,24/05/2012,2,1,5,13,0,4,1,1,0.72,0.6667,0.54,0.1642,302
12106,24/05/2012,2,1,5,14,0,4,1,1,0.74,0.6818,0.55,0.2239,252
12107,24/05/2012,2,1,5,15,0,4,1,1,0.74,0.6818,0.55,0.2537,291
12108,24/05/2012,2,1,5,16,0,4,1,1,0.74,0.6818,0.55,0.3582,390
12109,24/05/2012,2,1,5,17,0,4,1,1,0.74,0.6818,0.55,0.2836,798
12110,24/05/2012,2,1,5,18,0,4,1,1,0.72,0.6667,0.54,0.3284,752
12111,24/05/2012,2,1,5,19,0,4,1,1,0.7,0.6515,0.61,0.2985,492
12112,24/05/2012,2,1,5,20,0,4,1,2,0.66,0.6212,0.69,0.2836,398
12113,24/05/2012,2,1,5,21,0,4,1,3,0.64,0.5909,0.78,0.1642,285
12114,24/05/2012,2,1,5,22,0,4,1,2,0.64,0.5909,0.78,0.1045,243
12115,24/05/2012,2,1,5,23,0,4,1,2,0.64,0.5909,0.78,0.1343,167
12116,25/05/2012,2,1,5,0,0,5,1,1,0.62,0.5758,0.83,0.1343,73
12117,25/05/2012,2,1,5,1,0,5,1,1,0.62,0.5758,0.83,0.0896,42
12118,25/05/2012,2,1,5,2,0,5,1,2,0.62,0.5758,0.83,0,23
12119,25/05/2012,2,1,5,3,0,5,1,2,0.62,0.5606,0.88,0.1045,14
12120,25/05/2012,2,1,5,4,0,5,1,2,0.62,0.5606,0.88,0,9
12121,25/05/2012,2,1,5,5,0,5,1,2,0.62,0.5606,0.88,0.0896,30
12122,25/05/2012,2,1,5,6,0,5,1,2,0.62,0.5606,0.88,0.1045,113
12123,25/05/2012,2,1,5,7,0,5,1,2,0.62,0.5606,0.88,0.1642,359
12124,25/05/2012,2,1,5,8,0,5,1,2,0.64,0.5758,0.89,0.1045,583
12125,25/05/2012,2,1,5,9,0,5,1,2,0.64,0.5758,0.89,0.1343,340
12126,25/05/2012,2,1,5,10,0,5,1,1,0.68,0.6364,0.79,0.1642,232
12127,25/05/2012,2,1,5,11,0,5,1,1,0.68,0.6364,0.79,0.1343,283
12128,25/05/2012,2,1,5,12,0,5,1,1,0.72,0.6818,0.66,0.1045,321
12129,25/05/2012,2,1,5,13,0,5,1,1,0.74,0.6818,0.62,0.1343,333
12130,25/05/2012,2,1,5,14,0,5,1,1,0.74,0.6818,0.58,0.1343,367
12131,25/05/2012,2,1,5,15,0,5,1,1,0.76,0.7121,0.62,0.194,466
12132,25/05/2012,2,1,5,16,0,5,1,1,0.78,0.7121,0.52,0.2239,584
12133,25/05/2012,2,1,5,17,0,5,1,1,0.76,0.7121,0.62,0.2836,653
12134,25/05/2012,2,1,5,18,0,5,1,1,0.76,0.7121,0.62,0.194,522
12135,25/05/2012,2,1,5,19,0,5,1,1,0.74,0.6818,0.62,0.2537,404
12136,25/05/2012,2,1,5,20,0,5,1,1,0.7,0.6515,0.65,0.1642,350
12137,25/05/2012,2,1,5,21,0,5,1,1,0.7,0.6515,0.65,0.1343,255
12138,25/05/2012,2,1,5,22,0,5,1,1,0.66,0.6212,0.74,0.1045,212
12139,25/05/2012,2,1,5,23,0,5,1,1,0.66,0.6061,0.78,0.2239,166
12140,26/05/2012,2,1,5,0,0,6,0,1,0.64,0.5758,0.83,0.1642,116
12141,26/05/2012,2,1,5,1,0,6,0,1,0.64,0.5758,0.83,0.1343,82
12142,26/05/2012,2,1,5,2,0,6,0,1,0.64,0.5758,0.89,0.1343,64
12143,26/05/2012,2,1,5,3,0,6,0,1,0.62,0.5606,0.88,0.1045,31
12144,26/05/2012,2,1,5,4,0,6,0,1,0.62,0.5606,0.88,0.1343,2
12145,26/05/2012,2,1,5,5,0,6,0,1,0.62,0.5758,0.83,0.2537,10
12146,26/05/2012,2,1,5,6,0,6,0,1,0.62,0.5606,0.88,0.194,31
12147,26/05/2012,2,1,5,7,0,6,0,2,0.62,0.5606,0.88,0.1642,54
12148,26/05/2012,2,1,5,8,0,6,0,1,0.64,0.5909,0.78,0.1343,141
12149,26/05/2012,2,1,5,9,0,6,0,1,0.64,0.5758,0.83,0.194,289
12150,26/05/2012,2,1,5,10,0,6,0,1,0.68,0.6364,0.79,0.2239,437
12151,26/05/2012,2,1,5,11,0,6,0,1,0.7,0.6667,0.74,0.194,520
12152,26/05/2012,2,1,5,12,0,6,0,1,0.74,0.697,0.66,0.2239,529
12153,26/05/2012,2,1,5,13,0,6,0,1,0.76,0.7273,0.66,0.194,539
12154,26/05/2012,2,1,5,14,0,6,0,1,0.76,0.7273,0.66,0.2239,564
12155,26/05/2012,2,1,5,15,0,6,0,1,0.76,0.7273,0.66,0.2836,513
12156,26/05/2012,2,1,5,16,0,6,0,1,0.78,0.7273,0.55,0.2537,504
12157,26/05/2012,2,1,5,17,0,6,0,2,0.78,0.7121,0.52,0.2537,462
12158,26/05/2012,2,1,5,18,0,6,0,2,0.76,0.697,0.52,0.194,415
12159,26/05/2012,2,1,5,19,0,6,0,2,0.74,0.697,0.66,0.2239,373
12160,26/05/2012,2,1,5,20,0,6,0,2,0.74,0.6818,0.55,0.194,255
12161,26/05/2012,2,1,5,21,0,6,0,2,0.72,0.6818,0.62,0.194,251
12162,26/05/2012,2,1,5,22,0,6,0,1,0.7,0.6667,0.74,0.2537,204
12163,26/05/2012,2,1,5,23,0,6,0,1,0.7,0.6667,0.74,0.2537,150
12164,27/05/2012,2,1,5,0,0,0,0,2,0.68,0.6364,0.69,0.1642,137
12165,27/05/2012,2,1,5,1,0,0,0,1,0.66,0.6212,0.74,0.2239,78
12166,27/05/2012,2,1,5,2,0,0,0,1,0.64,0.6061,0.73,0.2239,61
12167,27/05/2012,2,1,5,3,0,0,0,1,0.64,0.6061,0.73,0.1642,36
12168,27/05/2012,2,1,5,4,0,0,0,1,0.62,0.5758,0.83,0.194,11
12169,27/05/2012,2,1,5,5,0,0,0,1,0.62,0.5758,0.83,0.194,7
12170,27/05/2012,2,1,5,6,0,0,0,1,0.62,0.5758,0.83,0.1642,22
12171,27/05/2012,2,1,5,7,0,0,0,1,0.62,0.5606,0.88,0.1642,52
12172,27/05/2012,2,1,5,8,0,0,0,1,0.64,0.5758,0.83,0.194,151
12173,27/05/2012,2,1,5,9,0,0,0,1,0.66,0.6061,0.83,0.2239,270
12174,27/05/2012,2,1,5,10,0,0,0,1,0.68,0.6364,0.74,0.2537,424
12175,27/05/2012,2,1,5,11,0,0,0,1,0.72,0.6818,0.66,0.2239,519
12176,27/05/2012,2,1,5,12,0,0,0,1,0.74,0.697,0.66,0.2537,570
12177,27/05/2012,2,1,5,13,0,0,0,1,0.76,0.7121,0.58,0.194,498
12178,27/05/2012,2,1,5,14,0,0,0,1,0.76,0.7121,0.58,0.2537,547
12179,27/05/2012,2,1,5,15,0,0,0,1,0.78,0.7121,0.52,0.2836,535
12180,27/05/2012,2,1,5,16,0,0,0,1,0.78,0.7121,0.52,0.2836,501
12181,27/05/2012,2,1,5,17,0,0,0,1,0.78,0.7121,0.49,0.2985,522
12182,27/05/2012,2,1,5,18,0,0,0,1,0.76,0.7121,0.58,0.2985,518
12183,27/05/2012,2,1,5,19,0,0,0,1,0.76,0.7121,0.58,0.194,442
12184,27/05/2012,2,1,5,20,0,0,0,1,0.74,0.6818,0.55,0.1642,392
12185,27/05/2012,2,1,5,21,0,0,0,3,0.66,0.6212,0.69,0.4179,143
12186,27/05/2012,2,1,5,22,0,0,0,3,0.62,0.5758,0.83,0,59
12187,27/05/2012,2,1,5,23,0,0,0,3,0.62,0.5758,0.83,0.1343,96
12188,28/05/2012,2,1,5,0,1,1,0,1,0.62,0.5758,0.83,0.2239,65
12189,28/05/2012,2,1,5,1,1,1,0,2,0.62,0.5909,0.78,0.2985,59
12190,28/05/2012,2,1,5,2,1,1,0,1,0.6,0.5606,0.83,0.2239,48
12191,28/05/2012,2,1,5,3,1,1,0,1,0.62,0.5909,0.73,0.1642,18
12192,28/05/2012,2,1,5,4,1,1,0,1,0.6,0.5758,0.78,0.1343,6
12193,28/05/2012,2,1,5,5,1,1,0,1,0.6,0.5758,0.78,0.1343,9
12194,28/05/2012,2,1,5,6,1,1,0,1,0.62,0.5909,0.73,0.1642,20
12195,28/05/2012,2,1,5,7,1,1,0,1,0.62,0.5909,0.78,0.1045,67
12196,28/05/2012,2,1,5,8,1,1,0,1,0.66,0.6212,0.69,0,155
12197,28/05/2012,2,1,5,9,1,1,0,1,0.7,0.6515,0.61,0,263
12198,28/05/2012,2,1,5,10,1,1,0,1,0.7,0.6515,0.61,0,364
12199,28/05/2012,2,1,5,11,1,1,0,1,0.72,0.6818,0.66,0.1343,476
12200,28/05/2012,2,1,5,12,1,1,0,1,0.76,0.7121,0.62,0.1343,525
12201,28/05/2012,2,1,5,13,1,1,0,1,0.8,0.7879,0.63,0.2836,556
12202,28/05/2012,2,1,5,14,1,1,0,1,0.8,0.7879,0.63,0.2836,465
12203,28/05/2012,2,1,5,15,1,1,0,1,0.82,0.7879,0.56,0.2985,460
12204,28/05/2012,2,1,5,16,1,1,0,1,0.82,0.7879,0.56,0.3284,501
12205,28/05/2012,2,1,5,17,1,1,0,1,0.82,0.7879,0.56,0.2985,405
12206,28/05/2012,2,1,5,18,1,1,0,1,0.8,0.7727,0.59,0.2985,383
12207,28/05/2012,2,1,5,19,1,1,0,1,0.8,0.7576,0.55,0.2985,395
12208,28/05/2012,2,1,5,20,1,1,0,1,0.78,0.7424,0.62,0.2985,317
12209,28/05/2012,2,1,5,21,1,1,0,1,0.76,0.7273,0.66,0.2836,247
12210,28/05/2012,2,1,5,22,1,1,0,1,0.74,0.697,0.7,0.1642,157
12211,28/05/2012,2,1,5,23,1,1,0,1,0.72,0.697,0.74,0.1642,82
12212,29/05/2012,2,1,5,0,0,2,1,1,0.7,0.6667,0.79,0.194,45
12213,29/05/2012,2,1,5,1,0,2,1,1,0.7,0.6667,0.79,0.194,14
12214,29/05/2012,2,1,5,2,0,2,1,1,0.68,0.6364,0.83,0.1343,8
12215,29/05/2012,2,1,5,3,0,2,1,1,0.68,0.6364,0.79,0.2836,3
12216,29/05/2012,2,1,5,4,0,2,1,1,0.66,0.6061,0.78,0.2239,5
12217,29/05/2012,2,1,5,5,0,2,1,1,0.66,0.6061,0.78,0.2239,33
12218,29/05/2012,2,1,5,6,0,2,1,1,0.66,0.6061,0.78,0.2239,154
12219,29/05/2012,2,1,5,7,0,2,1,1,0.66,0.6061,0.78,0.2239,450
12220,29/05/2012,2,1,5,8,0,2,1,1,0.7,0.6667,0.74,0.194,634
12221,29/05/2012,2,1,5,9,0,2,1,1,0.72,0.6818,0.7,0.2537,257
12222,29/05/2012,2,1,5,10,0,2,1,1,0.74,0.697,0.7,0.2985,183
12223,29/05/2012,2,1,5,11,0,2,1,1,0.76,0.7121,0.62,0.2985,197
12224,29/05/2012,2,1,5,12,0,2,1,1,0.8,0.7576,0.55,0.3284,237
12225,29/05/2012,2,1,5,13,0,2,1,1,0.82,0.7727,0.52,0.3881,239
12226,29/05/2012,2,1,5,14,0,2,1,1,0.82,0.7727,0.52,0.4179,238
12227,29/05/2012,2,1,5,15,0,2,1,1,0.82,0.7727,0.49,0.3881,256
12228,29/05/2012,2,1,5,16,0,2,1,1,0.82,0.7727,0.49,0.4925,393
12229,29/05/2012,2,1,5,17,0,2,1,1,0.82,0.7576,0.46,0.4179,781
12230,29/05/2012,2,1,5,18,0,2,1,1,0.8,0.7424,0.49,0.4925,710
12231,29/05/2012,2,1,5,19,0,2,1,1,0.78,0.7121,0.52,0.3582,526
12232,29/05/2012,2,1,5,20,0,2,1,3,0.7,0.6515,0.61,0.5224,204
12233,29/05/2012,2,1,5,21,0,2,1,3,0.6,0.5455,0.88,0.4478,71
12234,29/05/2012,2,1,5,22,0,2,1,2,0.62,0.5606,0.88,0.0896,55
12235,29/05/2012,2,1,5,23,0,2,1,3,0.62,0.5455,0.94,0,50
12236,30/05/2012,2,1,5,0,0,3,1,3,0.64,0.5758,0.89,0.1045,36
12237,30/05/2012,2,1,5,1,0,3,1,3,0.64,0.5758,0.89,0.194,4
12238,30/05/2012,2,1,5,2,0,3,1,3,0.62,0.5455,0.94,0.0896,5
12239,30/05/2012,2,1,5,3,0,3,1,3,0.62,0.5606,0.88,0.1343,5
12240,30/05/2012,2,1,5,4,0,3,1,2,0.62,0.5606,0.88,0.1343,6
12241,30/05/2012,2,1,5,5,0,3,1,2,0.62,0.5909,0.78,0.1343,41
12242,30/05/2012,2,1,5,6,0,3,1,2,0.6,0.5758,0.78,0.1045,144
12243,30/05/2012,2,1,5,7,0,3,1,3,0.6,0.5758,0.78,0.194,483
12244,30/05/2012,2,1,5,8,0,3,1,2,0.6,0.5909,0.73,0.1642,671
12245,30/05/2012,2,1,5,9,0,3,1,2,0.62,0.6061,0.69,0.194,305
12246,30/05/2012,2,1,5,10,0,3,1,2,0.62,0.6061,0.69,0.2836,177
12247,30/05/2012,2,1,5,11,0,3,1,2,0.66,0.6212,0.65,0.194,208
12248,30/05/2012,2,1,5,12,0,3,1,1,0.7,0.6515,0.54,0,253
12249,30/05/2012,2,1,5,13,0,3,1,1,0.7,0.6515,0.51,0,289
12250,30/05/2012,2,1,5,14,0,3,1,1,0.72,0.6515,0.42,0.1343,252
12251,30/05/2012,2,1,5,15,0,3,1,1,0.72,0.6667,0.51,0.1343,275
12252,30/05/2012,2,1,5,16,0,3,1,1,0.72,0.6667,0.51,0.1642,398
12253,30/05/2012,2,1,5,17,0,3,1,1,0.74,0.6667,0.48,0.0896,839
12254,30/05/2012,2,1,5,18,0,3,1,1,0.74,0.6667,0.48,0.1642,796
12255,30/05/2012,2,1,5,19,0,3,1,1,0.72,0.6667,0.54,0.1642,556
12256,30/05/2012,2,1,5,20,0,3,1,2,0.54,0.5152,0.6,0.1343,431
12257,30/05/2012,2,1,5,21,0,3,1,1,0.68,0.6364,0.57,0.1045,304
12258,30/05/2012,2,1,5,22,0,3,1,1,0.66,0.6212,0.69,0.1045,217
12259,30/05/2012,2,1,5,23,0,3,1,1,0.66,0.6212,0.65,0.1045,160
12260,31/05/2012,2,1,5,0,0,4,1,1,0.64,0.6061,0.69,0.1343,61
12261,31/05/2012,2,1,5,1,0,4,1,1,0.64,0.6061,0.69,0.0896,26
12262,31/05/2012,2,1,5,2,0,4,1,1,0.64,0.6061,0.65,0.0896,14
12263,31/05/2012,2,1,5,3,0,4,1,1,0.62,0.6061,0.69,0.0896,8
12264,31/05/2012,2,1,5,4,0,4,1,1,0.62,0.6061,0.69,0,8
12265,31/05/2012,2,1,5,5,0,4,1,1,0.62,0.6061,0.69,0.2537,33
12266,31/05/2012,2,1,5,6,0,4,1,1,0.6,0.5909,0.73,0.2239,178
12267,31/05/2012,2,1,5,7,0,4,1,1,0.6,0.6061,0.64,0.2836,507
12268,31/05/2012,2,1,5,8,0,4,1,1,0.62,0.6212,0.57,0.2537,693
12269,31/05/2012,2,1,5,9,0,4,1,1,0.66,0.6212,0.47,0.2537,311
12270,31/05/2012,2,1,5,10,0,4,1,1,0.7,0.6364,0.39,0.3881,220
12271,31/05/2012,2,1,5,11,0,4,1,1,0.72,0.6515,0.37,0.2836,218
12272,31/05/2012,2,1,5,12,0,4,1,1,0.72,0.6515,0.37,0.194,292
12273,31/05/2012,2,1,5,13,0,4,1,1,0.74,0.6515,0.35,0.1343,293
12274,31/05/2012,2,1,5,14,0,4,1,1,0.76,0.6667,0.31,0.194,254
12275,31/05/2012,2,1,5,15,0,4,1,1,0.76,0.6667,0.33,0.2985,290
12276,31/05/2012,2,1,5,16,0,4,1,1,0.76,0.6667,0.33,0.2836,487
12277,31/05/2012,2,1,5,17,0,4,1,1,0.76,0.6667,0.31,0.1642,827
12278,31/05/2012,2,1,5,18,0,4,1,1,0.74,0.6515,0.3,0.194,785
12279,31/05/2012,2,1,5,19,0,4,1,1,0.72,0.6515,0.34,0.1642,591
12280,31/05/2012,2,1,5,20,0,4,1,1,0.68,0.6364,0.44,0.1642,479
12281,31/05/2012,2,1,5,21,0,4,1,1,0.68,0.6364,0.44,0.1642,359
12282,31/05/2012,2,1,5,22,0,4,1,1,0.66,0.6212,0.5,0.1642,264
12283,31/05/2012,2,1,5,23,0,4,1,1,0.66,0.6212,0.54,0.2239,140
12284,01/06/2012,2,1,6,0,0,5,1,1,0.66,0.6212,0.5,0.2537,86
12285,01/06/2012,2,1,6,1,0,5,1,1,0.64,0.6212,0.53,0.2239,34
12286,01/06/2012,2,1,6,2,0,5,1,1,0.64,0.6212,0.57,0.2239,16
12287,01/06/2012,2,1,6,3,0,5,1,2,0.62,0.5909,0.73,0.0896,4
12288,01/06/2012,2,1,6,4,0,5,1,2,0.62,0.5909,0.73,0.0896,6
12289,01/06/2012,2,1,6,5,0,5,1,2,0.62,0.5909,0.78,0.0896,45
12290,01/06/2012,2,1,6,6,0,5,1,3,0.62,0.5606,0.88,0.1343,141
12291,01/06/2012,2,1,6,7,0,5,1,2,0.64,0.5758,0.89,0.194,402
12292,01/06/2012,2,1,6,8,0,5,1,2,0.64,0.5758,0.89,0.194,694
12293,01/06/2012,2,1,6,9,0,5,1,2,0.64,0.5758,0.83,0.2239,298
12294,01/06/2012,2,1,6,10,0,5,1,2,0.66,0.6061,0.78,0.2836,204
12295,01/06/2012,2,1,6,11,0,5,1,2,0.7,0.6667,0.74,0.2836,235
12296,01/06/2012,2,1,6,12,0,5,1,2,0.7,0.6667,0.74,0.3582,310
12297,01/06/2012,2,1,6,13,0,5,1,1,0.72,0.6818,0.7,0.2985,316
12298,01/06/2012,2,1,6,14,0,5,1,3,0.72,0.6818,0.66,0.2836,254
12299,01/06/2012,2,1,6,15,0,5,1,3,0.72,0.6818,0.66,0.2836,258
12300,01/06/2012,2,1,6,16,0,5,1,3,0.74,0.6818,0.58,0.4478,222
12301,01/06/2012,2,1,6,17,0,5,1,3,0.7,0.6515,0.7,0.2537,227
12302,01/06/2012,2,1,6,18,0,5,1,3,0.62,0.5606,0.88,0.3582,110
12303,01/06/2012,2,1,6,19,0,5,1,3,0.62,0.5606,0.88,0.3582,45
12304,01/06/2012,2,1,6,20,0,5,1,3,0.62,0.5455,0.94,0.2537,39
12305,01/06/2012,2,1,6,21,0,5,1,3,0.64,0.5909,0.78,0.2537,85
12306,01/06/2012,2,1,6,22,0,5,1,3,0.6,0.5455,0.88,0.1343,23
12307,01/06/2012,2,1,6,23,0,5,1,3,0.6,0.5455,0.88,0.1343,73
12308,02/06/2012,2,1,6,0,0,6,0,2,0.56,0.5303,0.83,0.1343,86
12309,02/06/2012,2,1,6,1,0,6,0,2,0.56,0.5303,0.83,0.1045,76
12310,02/06/2012,2,1,6,2,0,6,0,2,0.54,0.5152,0.88,0,41
12311,02/06/2012,2,1,6,3,0,6,0,1,0.56,0.5303,0.73,0.2537,26
12312,02/06/2012,2,1,6,4,0,6,0,1,0.54,0.5152,0.68,0.2836,13
12313,02/06/2012,2,1,6,5,0,6,0,1,0.5,0.4848,0.72,0.194,12
12314,02/06/2012,2,1,6,6,0,6,0,2,0.5,0.4848,0.77,0.194,36
12315,02/06/2012,2,1,6,7,0,6,0,1,0.52,0.5,0.72,0.1045,86
12316,02/06/2012,2,1,6,8,0,6,0,1,0.54,0.5152,0.64,0.1642,210
12317,02/06/2012,2,1,6,9,0,6,0,1,0.56,0.5303,0.6,0.2537,332
12318,02/06/2012,2,1,6,10,0,6,0,1,0.6,0.6212,0.53,0.2985,493
12319,02/06/2012,2,1,6,11,0,6,0,1,0.58,0.5455,0.46,0.2836,536
12320,02/06/2012,2,1,6,12,0,6,0,1,0.62,0.6212,0.43,0.3582,668
12321,02/06/2012,2,1,6,13,0,6,0,1,0.62,0.6212,0.41,0.2537,679
12322,02/06/2012,2,1,6,14,0,6,0,1,0.64,0.6212,0.38,0.2985,647
12323,02/06/2012,2,1,6,15,0,6,0,1,0.64,0.6212,0.38,0.2537,702
12324,02/06/2012,2,1,6,16,0,6,0,1,0.64,0.6212,0.38,0.2537,644
12325,02/06/2012,2,1,6,17,0,6,0,1,0.64,0.6212,0.36,0,586
12326,02/06/2012,2,1,6,18,0,6,0,1,0.64,0.6212,0.36,0,512
12327,02/06/2012,2,1,6,19,0,6,0,1,0.64,0.6212,0.36,0.1642,554
12328,02/06/2012,2,1,6,20,0,6,0,1,0.62,0.6212,0.35,0.2836,399
12329,02/06/2012,2,1,6,21,0,6,0,1,0.6,0.6212,0.4,0.1045,316
12330,02/06/2012,2,1,6,22,0,6,0,1,0.58,0.5455,0.46,0.1343,228
12331,02/06/2012,2,1,6,23,0,6,0,1,0.56,0.5303,0.52,0.1045,238
12332,03/06/2012,2,1,6,0,0,0,0,1,0.54,0.5152,0.6,0.1642,169
12333,03/06/2012,2,1,6,1,0,0,0,1,0.54,0.5152,0.56,0.1343,121
12334,03/06/2012,2,1,6,2,0,0,0,1,0.52,0.5,0.59,0.1045,89
12335,03/06/2012,2,1,6,3,0,0,0,1,0.52,0.5,0.63,0.1045,50
12336,03/06/2012,2,1,6,4,0,0,0,1,0.5,0.4848,0.72,0.0896,13
12337,03/06/2012,2,1,6,5,0,0,0,1,0.5,0.4848,0.68,0,12
12338,03/06/2012,2,1,6,6,0,0,0,1,0.46,0.4545,0.82,0.1045,22
12339,03/06/2012,2,1,6,7,0,0,0,1,0.5,0.4848,0.68,0.1045,35
12340,03/06/2012,2,1,6,8,0,0,0,1,0.54,0.5152,0.6,0.0896,140
12341,03/06/2012,2,1,6,9,0,0,0,1,0.6,0.6212,0.46,0.194,300
12342,03/06/2012,2,1,6,10,0,0,0,1,0.62,0.6212,0.43,0.2239,404
12343,03/06/2012,2,1,6,11,0,0,0,1,0.64,0.6212,0.41,0.2537,511
12344,03/06/2012,2,1,6,12,0,0,0,1,0.66,0.6212,0.39,0.2985,684
12345,03/06/2012,2,1,6,13,0,0,0,1,0.68,0.6364,0.36,0.2836,686
12346,03/06/2012,2,1,6,14,0,0,0,1,0.68,0.6364,0.36,0.3284,678
12347,03/06/2012,2,1,6,15,0,0,0,1,0.7,0.6364,0.34,0,644
12348,03/06/2012,2,1,6,16,0,0,0,1,0.7,0.6364,0.34,0.2985,662
12349,03/06/2012,2,1,6,17,0,0,0,1,0.7,0.6364,0.34,0.2537,578
12350,03/06/2012,2,1,6,18,0,0,0,1,0.7,0.6364,0.34,0.2537,496
12351,03/06/2012,2,1,6,19,0,0,0,1,0.68,0.6364,0.34,0.2836,453
12352,03/06/2012,2,1,6,20,0,0,0,1,0.66,0.6212,0.39,0.194,314
12353,03/06/2012,2,1,6,21,0,0,0,1,0.62,0.6212,0.43,0.1642,246
12354,03/06/2012,2,1,6,22,0,0,0,1,0.62,0.6212,0.5,0.3881,226
12355,03/06/2012,2,1,6,23,0,0,0,1,0.58,0.5455,0.53,0.1045,108
12356,04/06/2012,2,1,6,0,0,1,1,1,0.58,0.5455,0.53,0,49
12357,04/06/2012,2,1,6,1,0,1,1,3,0.56,0.5303,0.6,0.1642,14
12358,04/06/2012,2,1,6,2,0,1,1,1,0.56,0.5303,0.6,0.2239,11
12359,04/06/2012,2,1,6,3,0,1,1,2,0.56,0.5303,0.6,0.1642,5
12360,04/06/2012,2,1,6,4,0,1,1,1,0.54,0.5152,0.64,0.0896,8
12361,04/06/2012,2,1,6,5,0,1,1,1,0.52,0.5,0.68,0,35
12362,04/06/2012,2,1,6,6,0,1,1,1,0.52,0.5,0.68,0,139
12363,04/06/2012,2,1,6,7,0,1,1,1,0.56,0.5303,0.6,0.2239,517
12364,04/06/2012,2,1,6,8,0,1,1,1,0.6,0.6212,0.49,0.2239,665
12365,04/06/2012,2,1,6,9,0,1,1,1,0.62,0.6212,0.43,0.2836,282
